sample_id,file_name,file_path,file_size_bytes,date,start_time,end_time,orbit_id,scan_size,ray_size,z_size,variable_count,variables,missing_key_variables,has_p,has_t,has_q,latitude_min,latitude_max,longitude_min,longitude_max,total_voxel_count,gr_sparse_valid_count,gr_sparse_valid_ratio,gr_interp_valid_count,gr_interp_valid_ratio,gr_profiles_with_observation,gr_below_9dbz_count,dpr_dbz_valid_count,dpr_dbz_valid_ratio,pre_valid_count,pre_missing_count,pre_zero_count,pre_positive_count,pre_zero_ratio,pre_qc_valid_count,pre_qc_zero_count,pre_qc_positive_count,gr_dpr_overlap_count,gr_valid_pre_positive_count,gr_missing_pre_positive_count,gr_missing_interp_valid_count,pre_p50_positive,pre_p90_positive,pre_p95_positive,pre_p99_positive,pre_max,pre_gt_1_count,pre_gt_5_count,pre_gt_10_count,pre_gt_20_count,pre_gt_50_count,no_precip_profile_count,stratiform_profile_count,convective_profile_count,other_precip_profile_count,cfb_valid_profile_count,cfb_invalid_profile_count,cfb_clutter_cell_count,dpr_mask_equals_positive_rain,dpr_valid_pre_zero_count,dpr_missing_pre_positive_count,status,warning_count,warning_messages,split
2A.GPM.DPR.V9-20211125.20170506-S152428-E165702.018109.V07A,2A.GPM.DPR.V9-20211125.20170506-S152428-E165702.018109.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170506-S152428-E165702.018109.V07A.nc,90870673,2017-05-06,2017-05-06T16:23:36,2017-05-06T16:27:39,018109,349,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,21.500337600708008,36.48507308959961,109.59309387207031,119.58575439453125,1026060,52536,0.05120168411204023,117915,0.11492018010642653,10521,10929,9376,0.009137867181256457,1011356,14704,1001980,9376,0.9907292783154498,914040,906587,7453,3927,3927,5449,65379,0.4099999964237213,1.1200000047683716,1.4812500178813934,2.594999849796295,11.539999961853027,1266,20,2,0,0,16496,353,36,216,17101,0,112020,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170507-S051745-E065019.018118.V07A,2A.GPM.DPR.V9-20211125.20170507-S051745-E065019.018118.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170507-S051745-E065019.018118.V07A.nc,113256817,2017-05-07,2017-05-07T05:46:35,2017-05-07T05:51:39,018118,435,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,19.59698486328125,37.93778991699219,115.83905792236328,127.79768371582031,1278900,2596,0.0020298694190319807,10095,0.007893502228477598,1413,1615,509,0.0003979982797716788,1274193,4707,1273684,509,0.9996005314736465,1155384,1155144,240,58,58,451,7499,0.44999998807907104,2.5600001335144036,6.761999988555908,11.5442000579834,12.005000114440918,108,33,11,0,0,21269,14,28,4,21315,0,123516,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170507-S143316-E160550.018124.V07A,2A.GPM.DPR.V9-20211125.20170507-S143316-E160550.018124.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170507-S143316-E160550.018124.V07A.nc,92953105,2017-05-07,2017-05-07T15:30:42,2017-05-07T15:34:51,018124,357,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,26.9966983795166,42.0716438293457,113.99468231201172,125.42012023925781,1049580,47541,0.045295260961527466,108673,0.10353951104251224,11508,9401,0,0.0,1040929,8651,1040929,0,1.0,945849,945849,0,0,0,0,61132,,,,,,0,0,0,0,0,17493,0,0,0,17493,0,103731,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170509-S050754-E064028.018149.V07A,2A.GPM.DPR.V9-20211125.20170509-S050754-E064028.018149.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170509-S050754-E064028.018149.V07A.nc,165577921,2017-05-09,2017-05-09T05:35:50,2017-05-09T05:43:14,018149,636,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,16.46508026123047,42.69387435913086,108.1661148071289,125.21463775634766,1869840,37143,0.019864266461301502,96214,0.05145573952851581,7611,7646,58038,0.031039019381337442,1857766,12074,1799728,58038,0.96875925170339,1684400,1636077,48323,23606,23606,34432,59071,0.6000000238418579,4.399999761581421,8.240749788284273,23.639999389648438,145.07000732421875,19797,5096,2286,852,92,28373,1248,590,953,31164,0,185440,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170509-S142324-E155558.018155.V07A,2A.GPM.DPR.V9-20211125.20170509-S142324-E155558.018155.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170509-S142324-E155558.018155.V07A.nc,90870673,2017-05-09,2017-05-09T15:22:15,2017-05-09T15:26:19,018155,349,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,22.450763702392578,37.40346145629883,111.2603530883789,121.4322280883789,1026060,47777,0.046563553788277486,114278,0.11137555308656413,11881,7510,123,0.00011987603064148295,1009954,16106,1009831,123,0.9998782122750145,914175,914082,93,2,2,121,66501,0.36500000953674316,1.167999935150146,1.940000009536739,4.767099838256836,8.505000114440918,16,1,0,0,0,17089,0,8,4,17101,0,111885,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170510-S041640-E054914.018164.V07A,2A.GPM.DPR.V9-20211125.20170510-S041640-E054914.018164.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170510-S041640-E054914.018164.V07A.nc,59634193,2017-05-10,2017-05-10T04:45:56,2017-05-10T04:48:36,018164,229,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,21.10872459411621,31.290756225585938,118.83878326416016,125.82195281982422,673260,172,0.00025547336838665596,2302,0.0034191842675935003,163,61,357,0.000530255770430443,668997,4263,668640,357,0.9994663653200239,604697,604466,231,0,0,357,2130,0.7849999666213989,2.3519999504089357,2.675999927520747,3.7861999511718745,4.505000114440918,135,0,0,0,0,11195,8,17,1,11221,0,68563,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170510-S133211-E150444.018170.V07A,2A.GPM.DPR.V9-20211125.20170510-S133211-E150444.018170.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170510-S133211-E150444.018170.V07A.nc,83842465,2017-05-10,2017-05-10T14:29:20,2017-05-10T14:33:05,018170,322,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,29.300254821777344,42.94396209716797,115.56539916992188,126.47132873535156,946680,10392,0.010977310178729877,40116,0.042375459500570416,4996,2278,0,0.0,937397,9283,937397,0,1.0,849745,849745,0,0,0,0,29724,,,,,,0,0,0,0,0,15778,0,0,0,15778,0,96935,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170510-S150445-E163719.018171.V07A,2A.GPM.DPR.V9-20211125.20170510-S150445-E163719.018171.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170510-S150445-E163719.018171.V07A.nc,81760033,2017-05-10,2017-05-10T16:05:46,2017-05-10T16:09:25,018171,314,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,16.380355834960938,30.109575271606445,100.97760772705078,109.35157775878906,923160,3846,0.004166125048745613,23476,0.025430044629316695,1500,511,61157,0.06624745439577105,864835,58325,803678,61157,0.9292847768649511,773015,721438,51577,1065,1065,60092,19630,0.7999999523162842,3.740000009536743,5.335000038146973,14.440000534057617,92.19999694824219,25497,3531,1033,384,90,13220,1567,189,410,15386,0,150145,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170511-S045801-E063035.018180.V07A,2A.GPM.DPR.V9-20211125.20170511-S045801-E063035.018180.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170511-S045801-E063035.018180.V07A.nc,142410865,2017-05-11,2017-05-11T05:27:08,2017-05-11T05:33:30,018180,547,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,20.581768035888672,43.154903411865234,103.74482727050781,119.33938598632812,1608180,19115,0.011886107276548645,54153,0.0336734693877551,3879,3181,84202,0.05235856682709647,1539688,68492,1455486,84202,0.9453122970368023,1382410,1319160,63250,13572,13572,70630,35038,0.7699999809265137,4.515000343322754,7.744749879837022,20.020000457763672,103.33000183105469,35071,7488,2797,844,94,22652,2649,605,897,26803,0,225770,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170511-S124057-E141330.018185.V07A,2A.GPM.DPR.V9-20211125.20170511-S124057-E141330.018185.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170511-S124057-E141330.018185.V07A.nc,22409292,2017-05-11,2017-05-11T13:37:35,2017-05-11T13:38:34,018185,86,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,40.130706787109375,44.63205337524414,122.64965057373047,127.863525390625,252840,11,4.350577440278437e-05,197,0.0007791488688498655,7,1,42291,0.1672638822971049,246963,5877,204672,42291,0.828755724541733,222853,186138,36715,9,9,42282,186,0.800000011920929,6.255000114440918,10.470000267028809,31.544999885558937,137.76998901367188,17627,5182,2204,940,133,2203,699,271,1041,4214,0,29987,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170511-S141331-E154605.018186.V07A,2A.GPM.DPR.V9-20211125.20170511-S141331-E154605.018186.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170511-S141331-E154605.018186.V07A.nc,85404289,2017-05-11,2017-05-11T15:13:21,2017-05-11T15:17:10,018186,328,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,19.9205322265625,34.126220703125,107.1637191772461,116.3506851196289,964320,37297,0.03867699518831923,96685,0.10026236104197776,6447,6315,39444,0.040903434544549526,940330,23990,900886,39444,0.9580530239384046,844199,812212,31987,18167,18167,21277,59388,1.1100000143051147,5.349999904632568,7.903499770164475,24.56909954071041,298.8900146484375,20828,4411,1307,541,120,14480,1185,157,250,16072,0,120121,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170512-S040647-E053921.018195.V07A,2A.GPM.DPR.V9-20211125.20170512-S040647-E053921.018195.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170512-S040647-E053921.018195.V07A.nc,158029105,2017-05-12,2017-05-12T04:34:49,2017-05-12T04:41:53,018195,607,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,16.807512283325195,41.91390609741211,110.62687683105469,126.8730239868164,1784580,27897,0.015632249604949064,64317,0.03604041287025519,5724,7008,38161,0.02138374295352408,1772270,12310,1734109,38161,0.978467727829281,1608805,1581675,27130,14401,14401,23760,36420,0.46000000834465027,1.5700000524520874,2.5299999713897705,7.8719999313354565,65.23500061035156,7442,665,252,48,6,27479,1405,439,420,29743,0,175775,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170512-S132217-E145451.018201.V07A,2A.GPM.DPR.V9-20211125.20170512-S132217-E145451.018201.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170512-S132217-E145451.018201.V07A.nc,100241617,2017-05-12,2017-05-12T14:20:09,2017-05-12T14:24:38,018201,385,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,24.382511138916016,40.64690017700195,111.17766571044922,122.79967498779297,1131900,40776,0.03602438377948582,102305,0.09038342609771181,10461,7428,21426,0.018929234031274847,1112121,19779,1090695,21426,0.9807341107667241,1007399,990813,16586,5133,5133,16293,61529,0.7400000095367432,4.677500009536743,8.770000457763672,36.086249351501465,178.98500061035156,8445,2015,933,459,109,17924,535,300,106,18865,0,124501,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170513-S123102-E140336.018216.V07A,2A.GPM.DPR.V9-20211125.20170513-S123102-E140336.018216.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170513-S123102-E140336.018216.V07A.nc,45056607,2017-05-13,2017-05-13T13:28:12,2017-05-13T13:30:12,018216,173,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,35.11262130737305,42.869747161865234,117.87644958496094,125.29057312011719,508620,3514,0.006908890723919626,11056,0.021737249813220085,1572,1252,216,0.000424678541937006,504443,4177,504227,216,0.9995718049412917,457662,457486,176,20,20,196,7542,0.3449999988079071,0.6574999988079071,0.7362500131130219,0.8535000205039978,0.9049999713897705,0,0,0,0,0,8460,12,0,5,8477,0,50958,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170513-S140337-E153611.018217.V07A,2A.GPM.DPR.V9-20211125.20170513-S140337-E153611.018217.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170513-S140337-E153611.018217.V07A.nc,81760033,2017-05-13,2017-05-13T15:04:21,2017-05-13T15:08:00,018217,314,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,17.351821899414062,30.987302780151367,102.7430419921875,111.26985168457031,923160,18841,0.02040924650114823,64034,0.06936392391351445,6385,7467,14916,0.016157545820876123,894999,28161,880083,14916,0.9833340595911281,807676,795755,11921,365,365,14551,45193,0.6599999666213989,3.3324999809265137,5.159999847412109,11.233749914169339,27.110000610351562,5305,801,199,18,0,14733,496,82,75,15386,0,115484,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170514-S035652-E052926.018226.V07A,2A.GPM.DPR.V9-20211125.20170514-S035652-E052926.018226.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170514-S035652-E052926.018226.V07A.nc,166098529,2017-05-14,2017-05-14T04:25:14,2017-05-14T04:32:40,018226,638,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,17.974149703979492,44.228485107421875,104.9239501953125,122.5606689453125,1875720,14051,0.0074909901264581065,42736,0.02278378436013904,6132,6624,6259,0.003336851982172179,1853210,22510,1846951,6259,0.9966226169727123,1681310,1676048,5262,2801,2801,3458,28685,0.3500000238418579,1.3550000190734863,2.4049999952316283,5.901299924850465,48.459999084472656,936,87,20,16,0,30684,129,39,410,31262,0,194410,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170514-S131222-E144456.018232.V07A,2A.GPM.DPR.V9-20211125.20170514-S131222-E144456.018232.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170514-S131222-E144456.018232.V07A.nc,89048545,2017-05-14,2017-05-14T14:11:44,2017-05-14T14:15:43,018232,342,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,20.910846710205078,35.566261291503906,108.50112915039062,118.2413330078125,1005480,47716,0.04745594144090385,99308,0.0987667581652544,8543,13911,31173,0.0310031029955842,988181,17299,957008,31173,0.9684541597136557,892906,868395,24511,16466,16466,14707,51592,0.38499999046325684,1.3440000295639,2.359999895095825,8.932600097656197,61.144996643066406,4574,700,257,29,3,14737,999,73,949,16758,0,112574,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170515-S030537-E043810.018241.V07A,2A.GPM.DPR.V9-20211125.20170515-S030537-E043810.018241.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170515-S030537-E043810.018241.V07A.nc,118202593,2017-05-15,2017-05-15T03:34:22,2017-05-15T03:39:39,018241,454,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,19.340063095092773,38.50126266479492,114.1240005493164,126.51993560791016,1334760,57011,0.04271254757409572,129103,0.09672375558152776,7533,8375,105695,0.07918652042314724,1323204,11556,1217509,105695,0.9201219161973513,1199335,1114991,84344,43764,43764,61931,72092,0.6700000166893005,4.074999809265137,7.345000267028809,29.025899696350063,291.7449951171875,39319,8441,3598,1719,425,17505,3406,464,871,22246,0,135425,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170515-S122106-E135340.018247.V07A,2A.GPM.DPR.V9-20211125.20170515-S122106-E135340.018247.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170515-S122106-E135340.018247.V07A.nc,97117969,2017-05-15,2017-05-15T13:18:42,2017-05-15T13:23:03,018247,373,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,25.784318923950195,41.45341873168945,112.79488372802734,124.44482421875,1096620,78476,0.07156170779303679,169877,0.15490963141288688,14140,19135,104914,0.095670332476154,1085659,10961,980745,104914,0.9033637633916358,987186,902374,84812,30007,30007,74907,91401,0.6499999761581421,2.6599998474121094,4.229999709129333,16.270000457763672,299.260009765625,35303,4209,1905,807,145,13219,3645,132,1281,18277,0,109434,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170516-S034656-E051930.018257.V07A,2A.GPM.DPR.V9-20211125.20170516-S034656-E051930.018257.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170516-S034656-E051930.018257.V07A.nc,52345681,2017-05-16,2017-05-16T04:18:00,2017-05-16T04:20:20,018257,201,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,27.288654327392578,36.34022521972656,103.17900848388672,110.16754150390625,590940,390,0.000659965478728805,2480,0.0041967035570447085,324,225,0,0.0,563438,27502,563438,0,1.0,505664,505664,0,0,0,0,2090,,,,,,0,0,0,0,0,9849,0,0,0,9849,0,85276,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170516-S112951-E130224.018262.V07A,2A.GPM.DPR.V9-20211125.20170516-S112951-E130224.018262.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170516-S112951-E130224.018262.V07A.nc,40111135,2017-05-16,2017-05-16T12:26:57,2017-05-16T12:28:44,018262,154,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,36.04462814331055,43.06782531738281,120.03385162353516,126.99030303955078,452760,2604,0.00575139146567718,12443,0.0274825514621433,1306,667,653,0.001442265217775422,450729,2031,450076,653,0.9985512358867523,409585,409043,542,141,141,512,9839,0.3100000023841858,0.9579999804496772,1.5239999771118162,3.7695999813079837,3.934999942779541,60,0,0,0,0,7473,15,1,57,7546,0,43175,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170516-S130225-E143459.018263.V07A,2A.GPM.DPR.V9-20211125.20170516-S130225-E143459.018263.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170516-S130225-E143459.018263.V07A.nc,81760033,2017-05-16,2017-05-16T14:02:54,2017-05-16T14:06:33,018263,314,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,18.2128849029541,31.830238342285156,104.57762908935547,113.21614837646484,923160,6762,0.00732484076433121,25539,0.02766476017158456,3112,3593,3706,0.004014472030850557,903686,19474,899980,3706,0.9958990180217465,815398,812587,2811,505,505,3201,18777,0.949999988079071,8.865000247955322,17.251250743865967,31.879501056671142,57.26499938964844,1808,628,335,139,8,15222,55,92,17,15386,0,107762,True,0,0,ok,0,,train
2A.GPM.DPR.V9-20211125.20170518-S020423-E033657.018287.V07A,2A.GPM.DPR.V9-20211125.20170518-S020423-E033657.018287.V07A.nc,/storage/GR_DPR_3D/GRToDPRRes_V07_Pct_V1.2.1_sw_260412/2A.GPM.DPR.V9-20211125.20170518-S020423-E033657.018287.V07A.nc,78376081,2017-05-18,2017-05-18T02:33:22,2017-05-18T02:36:52,018287,301,49,60,23,"z,p,t,q,lat,lon,dbz_gr_sparse,dbz_gr_sparse_min,dbz_gr_sparse_max,dbz_gr_interp,sw_gr_sparse,sw_gr_sparse_min,sw_gr_sparse_max,dbz_dpr,pre_dpr,cfb,scan_id,time,nsrr_dpr,srr_dpr,binRealSurface,typePrecip,flagPrecip",,True,True,True,20.097320556640625,33.23442840576172,116.80703735351562,125.34498596191406,884940,2631,0.0029730829208759915,12820,0.014486857866070017,1182,1309,17514,0.019791172282866636,882762,2178,865248,17514,0.9801599978250083,801902,787543,14359,523,523,16991,10189,0.6449999809265137,6.933500051498417,14.343500232696519,42.40790054321272,118.83000183105469,6831,2285,1241,605,121,13909,426,213,201,14749,0,83038,True,0,0,ok,0,,train
